Platform,28.000000,94.000000,96.000000,12.000000
Platform,1029.000000,58.000000,96.000000,12.000000
Platform,1032.000000,132.000000,96.000000,12.000000
Platform,750.000000,52.000000,96.000000,12.000000
Platform,239.000000,478.000000,96.000000,12.000000
Platform,353.000000,617.000000,96.000000,12.000000
Platform,659.000000,52.000000,96.000000,12.000000
Platform,754.000000,103.000000,96.000000,12.000000
Platform,669.000000,103.000000,96.000000,12.000000
Platform,1217.000000,361.000000,96.000000,12.000000
Platform,1316.000000,362.000000,96.000000,12.000000
Platform,1093.000000,631.000000,96.000000,12.000000
Platform,1337.000000,682.000000,96.000000,12.000000
Platform,1130.000000,517.000000,96.000000,12.000000
RightInclinePlatform,166.000000,437.000000,76.367523,76.367554
RightInclinePlatform,104.000000,374.000000,76.367538,76.367523
RightInclinePlatform,467.000000,452.000000,76.367554,76.367554
LeftInclinePlatform,955.000000,424.000000,76.367493,76.367493
LeftInclinePlatform,387.000000,469.000000,76.367523,76.367554
LeftInclinePlatform,898.000000,100.000000,76.367493,76.367546
LeftInclinePlatform,1070.000000,638.000000,76.367554,76.367554
BouncyBall,276.000000,208.000000,150,10.000000
BouncyBall,1120.000000,393.000000,150,10.000000
BouncyBall,647.000000,481.000000,150,10.000000
BouncyBall,1419.000000,215.000000,150,10.000000
CheckpointFlag,65.000000,65.000000
CheckpointFlag,380.000000,584.000000
CheckpointFlag,698.000000,74.000000
CheckpointFlag,1107.000000,598.000000
FixedBall,111.000000,72.000000,5,1.000000
FixedBall,124.000000,98.000000,5,1.000000
FixedBall,140.000000,93.000000,5,1.000000
FixedBall,1024.000000,135.000000,5,1.000000
FixedBall,1009.000000,127.000000,5,1.000000
FixedBall,1036.000000,99.000000,5,1.000000
FixedBall,427.000000,584.000000,5,1.000000
FixedBall,1174.000000,604.000000,5,1.000000
FixedBall,1192.000000,635.000000,5,1.000000
FixedBall,1211.000000,629.000000,5,1.000000
Spike,-25.000000,785.000000,50,0
Spike,0.000000,785.000000,50,0
Spike,25.000000,785.000000,50,0
Spike,50.000000,785.000000,50,0
Spike,75.000000,785.000000,50,0
Spike,100.000000,785.000000,50,0
Spike,125.000000,785.000000,50,0
Spike,150.000000,785.000000,50,0
Spike,175.000000,785.000000,50,0
Spike,200.000000,785.000000,50,0
Spike,225.000000,785.000000,50,0
Spike,250.000000,785.000000,50,0
Spike,275.000000,785.000000,50,0
Spike,300.000000,785.000000,50,0
Spike,325.000000,785.000000,50,0
Spike,350.000000,785.000000,50,0
Spike,375.000000,785.000000,50,0
Spike,400.000000,785.000000,50,0
Spike,425.000000,785.000000,50,0
Spike,450.000000,785.000000,50,0
Spike,475.000000,785.000000,50,0
Spike,500.000000,785.000000,50,0
Spike,525.000000,785.000000,50,0
Spike,550.000000,785.000000,50,0
Spike,575.000000,785.000000,50,0
Spike,600.000000,785.000000,50,0
Spike,625.000000,785.000000,50,0
Spike,650.000000,785.000000,50,0
Spike,675.000000,785.000000,50,0
Spike,700.000000,785.000000,50,0
Spike,725.000000,785.000000,50,0
Spike,750.000000,785.000000,50,0
Spike,775.000000,785.000000,50,0
Spike,800.000000,785.000000,50,0
Spike,825.000000,785.000000,50,0
Spike,850.000000,785.000000,50,0
Spike,875.000000,785.000000,50,0
Spike,900.000000,785.000000,50,0
Spike,925.000000,785.000000,50,0
Spike,950.000000,785.000000,50,0
Spike,975.000000,785.000000,50,0
Spike,1000.000000,785.000000,50,0
Spike,1025.000000,785.000000,50,0
Spike,1050.000000,785.000000,50,0
Spike,1075.000000,785.000000,50,0
Spike,1100.000000,785.000000,50,0
Spike,1125.000000,785.000000,50,0
Spike,1150.000000,785.000000,50,0
Spike,1175.000000,785.000000,50,0
Spike,1200.000000,785.000000,50,0
Spike,1225.000000,785.000000,50,0
Spike,1250.000000,785.000000,50,0
Spike,1275.000000,785.000000,50,0
Spike,1300.000000,785.000000,50,0
Spike,1325.000000,785.000000,50,0
Spike,1350.000000,785.000000,50,0
Spike,1375.000000,785.000000,50,0
Spike,1400.000000,785.000000,50,0
Spike,1425.000000,785.000000,50,0
Spike,136.000000,351.000000,50,45
Spike,197.000000,414.000000,50,45
Spike,685.000000,9.000000,50,0
Spike,490.000000,423.000000,50,45
Spike,770.000000,400.000000,50,0
Spike,1215.000000,319.000000,50,0
Spike,1259.000000,319.000000,50,0
Spike,1316.000000,321.000000,50,0
Spike,1358.000000,321.000000,50,0
Spike,1335.000000,642.000000,50,0
Spike,1373.000000,643.000000,50,0
Spike,909.000000,379.000000,50,0
Spike,1003.000000,273.000000,50,0
Spike,1153.000000,521.000000,50,180
FinishLineFlag, 1360.000000,582.000000
BluePortal, 1275.000000,60.000000
OrangePortal, 598.000000,596.000000
